job_company,questions,answers,country,area
Data Analyst at Zalando was asked...,"1. first call with HR (30 mins) : questions about my background, experience and motivation 2. coding test (2 hours): SQL, python and statistical analysis 3. video call with the hiring manager (45 mins): the goal was to describe the role and see whether it would fit the expectations of the two parts. Also questions about how I approach a project in the past and different steps I decided to take and their related timing. 4. onsite interview (3 hours): the first hour was about soft-skills questions. The other 2 hours, the interview covered statistics, sql, python exercises and at the end also a case study.","What were the questions on SQL, Statistics and Python?",Germany,Data Analyst
Senior Data Analyst at Zalando was asked...,Erfahrung mit Personalverantwortung und Teamleitung?,"Hi, I'm going to have my final round interview in Zalando office where they will have some hard skills test, some mini cases. Could you please be so kind to give me some insight on what type of cases/ hard skill would be included?",Germany,Data Analyst
Product Data Analyst at N26 was asked...,Why have you applied to N26?,"Through questions like this, interviewers are mostly trying to test your skillset (and its relevance to the role) as robustly as possible, so be prepared for multiple offshoots and followups. It could be a useful exercise to do mocks with friends or colleagues in N26 to get a real sense of what the interview is actually like. Alternatively Prepfully has a ton of N26 Product Data Analyst experts who provide mock interviews for a pretty reasonable amount. prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at trivago was asked...,"Based on this data, can you guess which country this come from?","Look for patterns in the seasonal data of bookings, look for peaks during summer vacations, narrow the country to a northern hemisphere or southern hemisphere, etc.",Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,"All thing was about the my CV and Also, some Q about machine learning","It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Data Scientist experts who've worked at DeliveryHero, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Senior Data Scientist at Delivery Hero was asked...,Some questions about my background and specialty,"It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Senior Data Scientist experts who've worked at DeliveryHero, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Senior Data Scientist/Senior Data Engineer at FlixBus was asked...,The main portion of the interview is their HackerRank assignment. I was told I received the assignment for Data Engineers.,"I cannot reveal many details about this assignment. I recommend brushing up on some basic algorithms. Also, be familiar with developing code using Test Driven Development.",Germany,Data Analyst
Senior Data Scientist at FlixBus was asked...,Can the Scrum agile system be used for data science tasks?,"Yes, if the more researchy tasks can be split into achievable goals. Also, spikes can be used to time box tasks.",Germany,Data Analyst
Data Scientist at FlixBus was asked...,Coding question Hackerrank,Meh,Germany,Data Analyst
Data Scientist at LeanIX was asked...,"Wenn ich eine Menge vorgersagen wollte (bspw. die Anzahl verkaufter Äpfel), welchen Algorithmus könnte ich bspw. verwenden und welche Verteilung sollte ich zugrunde legen.",Gesucht war ein Generalized Linear Model mit einer Poisson Verteilung,Germany,Data Analyst
Senior Data Scientist at Outfittery was asked...,"Given the set of integers, find all the pairs that yields the specific sum.",Mostly with the movement of the fingers that depicted the propagation of indices in the array.,Germany,Data Analyst
Data Scientist at Clark (Germany) was asked...,"Depending on the stages, technical and non-technical aspects related to the role. The focus during the technical round was to ascertain how I solve. Knowing both merits and demerits of the approach would help.","No specific answer, its very subjective.",Germany,Data Analyst
Data Scientist at Airbus was asked...,"Sie lösen Sie ein Problem, wenn Sie das Problem nicht lösen können?",Ich hole mir Expertenhilfe vom Gebiet.,Germany,Data Analyst
Senior Data Analyst at MediaMarktSaturn was asked...,Present a dataset solution using Pandas Library (Python),Developing an API Architecture,Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,Give me an example of great feedback you received.,Tell me about something you introduced to your current team.,Germany,Data Analyst
Data Analyst at N26 was asked...,"About my CV, interests. Why N26?","In these sorts of interviews you really need to drill down and understand what the interviewer is looking for. A good way to simulate a real interview experience is to do a mock with one of the N26 Data Analyst experts on Prepfully, rated super strongly on TrustPilot... prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at trivago was asked...,How does trivago make money?,You will start from a formula then will get a lot of questions around the business model of trivago. Usually you discuss on the case study that you prepared.,Germany,Data Analyst
Data Analyst/Fraud Analyst at Grover was asked...,Calculate and visualize asset lifetime value given straight line depreciation method for latest Macbook. Assume cost of 1499 euro and 3 years asset lifetime. Describe other depreciation methods and their advantages/disadvantages for this specific asset type.,"It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Data Analyst/Fraud Analyst experts who've worked at Grover, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at MyHammer was asked...,All about the recommendation system?,a report,Germany,Data Analyst
Data Scientist at Neoglia was asked...,How the current position is relevant to me?,The current position was related to recommender systems which is my research domain of my doctorate,Germany,Data Analyst
Data Scientist at Neoglia was asked...,What is your expected salary?,I am flexible to discuss the salary,Germany,Data Analyst
Data Analyst at Monoqi was asked...,Two emails are sent out to our clients. The results come back with 5% and 6%. Is there a difference?,"I answered that it depends on the sample size and are the 5% and 6% referring to click-through rates, and could they tell me the sample size. Response was, ""No no no no no. I mean we sent out two emails to one client and the results showed that there was clicks of 5% and 6%. SO is there a difference?"" I asked if they could give me more information about that one client. Then the two interviewers had a heated discussion among themselves about the question. Then they moved onto another question.",Germany,Data Analyst
Data Science at AGT International was asked...,"I was asked everything about my resume, about programming languages, difference between python and c++. Statistics basics. It wasn't difficult , to be honest, but I would have liked to be prepared a bit. Also, I was asked about algorithms of which I don't have a strong background as it's not my field. So I didn't perform well there. I thought they will not focus on machine learning in the first interview as it's not as a skill in my CV, though I did mention that I am interested in it.",Could answer 1-2 points for 5 diffference between python and c++. Gaussian distribution. One of my favorite algorithm but they needed more extensive details.,Germany,Data Analyst
Data Scientist at GfK was asked...,Standard fragen wie berufliche Laufbahn etc. Keine tiefgreifenden Fragen zu Konzepten hinter ML/ Data Science oder Mathematik.,"Dear Candidate, Thanks for sharing the honest Feedback. Usually we are not missing to share the Feedback to the candidates who have worked hard and taken out time to work on assignment. There were a bit slow weeks after November , as some of us were on vaccation. Apologies if we might have missed reaching out to you. However we would like to Keep in touch for future positions . please feel free to write us. with Kind regards, Recruitment Team GFK",Germany,Data Analyst
Data Analyst at Avira was asked...,Exploratory Analysis Feature correlations Feature importances Churn Analysis,"Categorical variables- chi square test Feature importance- use Random Forest/Logistic regression using Sk-learn, plot a bar graph",Germany,Data Analyst
Data Scientist at ZeroG was asked...,The interviewer framed the questions in a way to test the following four qualities: 1) Our learning techniques and adaptability 2) Problem solving skills 3) Self-organisation skills 4) How well we can handle clients,I believe to have failed with questions relating to 3rd and 4th point. I was asked to describe a situation where I hadled project under some presurre and unrealistic deadline. I gave a dumbe reply of not having encountered such a situation. The question was reframed and a hypothetical situation was given where I had to overtake project partly done by someone else. How i would handle such a situation? I messed it up again.,Germany,Data Analyst
